Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,COM_DAT,Type,Cst S Mas Brick Quantity Nr [ISO 19650-2:2018],True,BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000 * 55 * 1.05,"BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",CONSTRUCTION,1,0
Generic Models,CST_S_MAS_CST_TOTAL_UGX_NR,4c6b61b2-f694-5681-8f87-20f1191c101e,CURRENCY,COM_DAT,Type,Cst S Mas Cst Total Ugx Nr [ISO 19650-2:2018],True,(CST_CALC_BLOCKS_NR * 2500) + (CST_CALC_CEMENT_BAGS_NR * 35000) + (CST_CALC_SAND_M3 * 80000),"CST_CALC_BLOCKS_NR, CST_CALC_CEMENT_BAGS_NR, CST_CALC_SAND_M3",COSTING,1,0
Generic Models,CST_S_MAS_NET_AREA_SQ_M,89de3291-920a-5dd2-abd6-acbc3d6f9e1e,AREA,COM_DAT,Type,Cst S Mas Net Area Sq M [ISO 19650-2:2018],True,CST_S_MAS_WALL_AREA_SQ_M - CST_S_MAS_OPENING_AREA_SQ_M,"CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M",CONSTRUCTION,1,0
Generic Models,CST_S_REI_CST_TOTAL_UGX_NR,9e2f1ae1-f93d-5212-8baa-c24ebc1af700,CURRENCY,COM_DAT,Type,Cst S Rei Cst Total Ugx Nr [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_WASTAGE_KG * 4500,CST_S_REI_WEIGHT_WASTAGE_KG,COSTING,1,0
Generic Models,CST_S_REI_WEIGHT_KG,dca82f18-af10-5a55-a9b9-f1628b0cd9e7,NUMBER,COM_DAT,Type,Cst S Rei Weight Kg [ISO 19650-2:2018],True,CST_S_REI_LENGTH_M * CST_S_REI_UNIT_WT_KG * 1.05,"CST_S_REI_LENGTH_M, CST_S_REI_UNIT_WT_KG",CONSTRUCTION,1,0
Generic Models,CST_S_REI_WEIGHT_WASTAGE_KG,d9b73a97-fed2-5b86-86ac-0c53f1987157,NUMBER,COM_DAT,Type,Cst S Rei Weight Wastage Kg [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_KG * 1.05,CST_S_REI_WEIGHT_KG,CONSTRUCTION,1,0
Generic Models,CST_TOTAL_COST_UGX,1d11176f-fb0e-4cdc-a320-b98212e8b3dd,CURRENCY,COM_DAT,Type,Grand total cost in UGX [ISO 19650-3:2020],True,ASS_CST_TOTAL_UGX_NR,ASS_CST_TOTAL_UGX_NR,COSTING,1,0
Electrical Equipment,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Cbl Ampacity A [ISO 19650-1:2018],True,ELC_CKT_CUR_A / ELC_CBL_DERATING_FCT_NR,"ELC_CKT_CUR_A, ELC_CBL_DERATING_FCT_NR",ELECTRICAL,1,0
Cable Trays,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,ELC_PWR,Type,Elc Cbl Length M [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CBL_SZ_MM,d08c2c5d-577f-5861-b615-b1b427d573a7,LENGTH,ELC_PWR,Type,Elc Cbl Sz Mm [ISO 19650-1:2018],False,,,,1,0
Cable Trays,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,ELC_PWR,Type,Elc Cbl Type Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_CKT_CUR_A,35d7f2c9-39b3-5cf3-867b-020dd1edb24d,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Ckt Cur A [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * 1000 / (ELC_CKT_VLT_V * 1.732 * 0.85),"ELC_CKT_PWR_KW, ELC_CKT_VLT_V",ELECTRICAL,1,0
Electrical Fixtures,ELC_CKT_NR,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,NUMBER,ELC_PWR,Type,Elc Ckt Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_DIV_FCT_NR,f7aed743-08cc-5147-ae86-f7049c7b7f39,NUMBER,ELC_PWR,Type,Elc Div Fct Nr [ISO 19650-1:2018],True,"if(ELC_PNL_NUM_OF_WAYS_NR <= 10, 1.0, if(ELC_PNL_NUM_OF_WAYS_NR <= 20, 0.8, 0.7))",ELC_PNL_NUM_OF_WAYS_NR,ELECTRICAL,1,0
Electrical Equipment,ELC_IP_RATING_TXT,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,TEXT,ELC_PWR,Type,Elc Ip Rating Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Fixtures,MNT_HGT_MM,67f74e7b-256f-5611-bd11-1eb958f6e5b4,LENGTH,ELC_PWR,Type,Elc Mnt Hgt Mm [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_CONNECTED_LOAD_KW,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pnl Connected Load Kw [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_DESIGNATION_NAME_TXT,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,TEXT,ELC_PWR,Type,Elc Pnl Designation Name Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_FED_FROM_PNL_TXT,1a340249-26d2-55ff-b3fe-63d245e170df,TEXT,ELC_PWR,Type,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_MAIN_BRK_A,ec3c2a37-6a06-5794-a048-e405c362a8a4,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Pnl Main Brk A [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_NUM_OF_WAYS_NR,7f871de1-9153-549f-a19f-290683618f46,NUMBER,ELC_PWR,Type,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_PHS_COUNT_NR,febd6223-1632-599f-991b-cbeb3b8fd979,INTEGER,ELC_PWR,Type,Elc Pnl Phs Count Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_SHORT_CIRCUIT_RATING_KA,eac6e4e0-593e-521c-a4d8-f6142f0010a5,TEXT,ELC_PWR,Type,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_PNL_VLT_V,1080edf4-7df6-5705-9515-0fb674933c1b,ELECTRICAL_POTENTIAL,ELC_PWR,Type,Elc Pnl Vlt V [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,ELC_PWR_KW,1090274a-74b8-5ac4-8eaf-4f36c4b6cb55,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_SPARE_WAYS_NR,8ff6b7e5-8ec9-58ab-8d92-52d2f189afb6,NUMBER,ELC_PWR,Type,Elc Spare Ways Nr [ISO 19650-1:2018],False,,,,1,0
Electrical Equipment,ELC_VLT_DROP_PCT,cf27a6c4-4056-543b-876f-ca8747265b83,NUMBER,ELC_PWR,Type,Elc Vlt Drop Pct [ISO 19650-1:2018],True,(2 * ELC_CKT_LENGTH_M * ELC_CKT_CUR_A * 0.0175) / (ELC_CBL_COND_SZ_SQ_MM * ELC_CKT_VLT_V) * 100,"ELC_CKT_LENGTH_M, ELC_CKT_CUR_A, ELC_CBL_COND_SZ_SQ_MM, ELC_CKT_VLT_V",ELECTRICAL,1,0
Mechanical Equipment,HVC_CAP_KW,9990d504-d0ac-5537-80cd-a4eb66746e51,ELECTRICAL_POWER,HVC_SYSTEMS,Type,Hvc Cap Kw [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_CAP_TR,993c51e7-135c-56dc-8a81-7fc9aa045ea0,TEXT,HVC_SYSTEMS,Type,Hvc Cap Tr [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_CONTROL_TYPE_TXT,34d15f62-cb02-5a6b-9cf1-825c6b98c08a,TEXT,HVC_SYSTEMS,Type,Hvc Control Type Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_FLW_CFM,39e255ff-7a42-5d4f-954c-960347ab434e,NUMBER,HVC_SYSTEMS,Type,Hvc Dct Flw Cfm [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DCT_MAT_TXT,99bb5c8a-e4b4-5f20-ba1c-ae7738effeb0,TEXT,HVC_SYSTEMS,Type,Hvc Dct Mat Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_TERMINAL_SZ_TXT,081b8c41-91a0-552e-912a-6bd5b3404fc8,TEXT,HVC_SYSTEMS,Type,Hvc Dct Terminal Sz Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_DCT_TERMINAL_TYPE_SD_RG_EG_VAV_TXT,6f7c7807-9c3e-5c4d-ba16-8a4f12d2f51b,TEXT,HVC_SYSTEMS,Type,Hvc Dct Terminal Type Sd Rg Eg Vav Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DUCT_AREA_SQ_M,4ca049cb-8e14-5c8d-bc00-7b5a3c3e9dbb,AREA,HVC_SYSTEMS,Type,Hvc Duct Area Sq M [ISO 19650-1:2018],True,,,,1,0
Ducts,HVC_DUCT_CLASS_TXT,a767df19-9d03-51fd-a59b-81dc2037dd94,TEXT,HVC_SYSTEMS,Type,Hvc Duct Class Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_DUCT_FLOWRATE_M3H,4715ba3e-adf9-526d-b7d8-e8fa5d529097,VOLUME,HVC_SYSTEMS,Type,Hvc Duct Flowrate M3h [ISO 19650-1:2018],True,HVC_DUCT_AREA_SQ_M * HVC_VEL_MPS * 3600,"HVC_DUCT_AREA_SQ_M, HVC_VEL_MPS",HVAC,1,0
Ducts,HVC_DUCT_LINING_TXT,971cd951-7bac-5a58-a887-ab87eecad874,TEXT,HVC_SYSTEMS,Type,Hvc Duct Lining Txt [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_EFF_RATIO_NR,f9f3d362-50dc-5880-accb-dcf8fff886b1,NUMBER,HVC_SYSTEMS,Type,Hvc Eff Ratio Nr [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_PIPE_FLOWRATE_LPS,3a9eccc0-aa9a-5602-a509-9bc01ccc771d,VOLUME,HVC_SYSTEMS,Type,Hvc Pipe Flowrate Lps [ISO 19650-1:2018],True,3.14159 * (Diameter / 2000) ^ 2 * HVC_VEL_MPS * 1000,"Diameter, HVC_VEL_MPS",HVAC,1,0
Mechanical Equipment,HVC_PIPE_PRESSURE_KPA,0772a943-2ff5-5106-b7ac-ec8a48da7e9f,NUMBER,HVC_SYSTEMS,Type,Hvc Pipe Pressure Kpa [ISO 19650-1:2018],True,HVC_HED_M * 9.81,HVC_HED_M,HVAC,1,0
Mechanical Equipment,HVC_PWR_KW,7cdd6e98-8462-5ecf-9223-a830c5c4622b,ELECTRICAL_POWER,HVC_SYSTEMS,Type,Hvc Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_REFRIGERANT_TXT,e9b06b32-dead-5402-acbf-9daf33104f8d,TEXT,HVC_SYSTEMS,Type,Hvc Refrigerant Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_TERMINAL_FINISH_TXT,5ba3a60c-0497-56c2-9f44-5f2e6f58320b,TEXT,HVC_SYSTEMS,Type,Hvc Terminal Finish Txt [ISO 19650-1:2018],False,,,,1,0
Air Terminals,HVC_TERMINAL_MAT_TXT,b4b20432-2a18-5392-809e-8768a0c45401,TEXT,HVC_SYSTEMS,Type,Hvc Terminal Mat Txt [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,MEP_TYPE_TXT,1b1cd925-5ef5-5ce4-b184-0a1262345292,TEXT,PLM_DRN,Type,Plm Type Txt [ISO 19650-1:2018],False,,,,1,0
Ducts,HVC_VEL_MPS,e7c4c2ab-a4f8-5c1d-bea0-933630bfae47,TEXT,HVC_SYSTEMS,Type,Hvc Vel Mps [ISO 19650-1:2018],False,,,,1,0
Mechanical Equipment,HVC_VLT_V,06b47e63-5eae-54ca-91ad-ef47d8aa57be,ELECTRICAL_POTENTIAL,HVC_SYSTEMS,Type,Hvc Vlt V [ISO 19650-1:2018],False,,,,1,0
Lighting Fixtures,LTG_FIX_LMP_WATTAGE_W,811bfba5-d434-5070-9aee-6779c85a4c21,VOLUME,LTG_CONTROLS,Type,Ltg Fix Lmp Wattage W [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,PLM_CAP_CU_M,74e958db-d525-50f5-9982-424f81b051a3,VOLUME,PLM_DRN,Type,Plm Cap Cu M [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_DRN_VEL_MPS,f187bab9-9d0e-5fa5-bd02-2b501d41e049,TEXT,PLM_DRN,Type,Plm Drn Vel Mps [ISO 19650-1:2018],True,(1 / 0.013) * (PLM_PPE_SZ_MM / 4000) ^ 0.667 * (PLM_DRN_PPE_SLOPE_PCT / 100) ^ 0.5,"PLM_PPE_SZ_MM, PLM_DRN_PPE_SLOPE_PCT",PLUMBING,1,0
Plumbing Equipment,PLM_HED_M,9048b4fd-9159-5fac-af3b-14004621818c,LENGTH,PLM_DRN,Type,Plm Hed M [ISO 19650-1:2018],True,PLM_PSR_KPA / 9.81,PLM_PSR_KPA,PLUMBING,1,0
Plumbing Equipment,PLM_HOTWTR_INPUT_PWR_KW,ca5441cb-4979-51d9-951a-9f2ecab4bc6b,ELECTRICAL_POWER,PLM_DRN,Type,Plm Hotwtr Input Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_HOTWTR_STORAGE_CAP_GAL_NR,6a4fd2df-a978-5dc5-8ef1-5f79364c525a,NUMBER,PLM_DRN,Type,Plm Hotwtr Storage Cap Gal Nr [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_HOTWTR_TEMP_C,7b53b38e-fc83-574e-9197-5bee5a561e34,TEXT,PLM_DRN,Type,Plm Hotwtr Temp C [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_FLW_LPS,800e6613-f502-52f0-9c12-14ec3e358056,VOLUME,PLM_DRN,Type,Plm Ppe Flw Lps [ISO 19650-1:2018],True,3.14159 * (PLM_PPE_SZ_MM / 2000) ^ 2 * PLM_VEL_MPS * 1000,"PLM_PPE_SZ_MM, PLM_VEL_MPS",PLUMBING,1,0
Pipes,PLM_PPE_INS_THK_MM,7b7eb223-a119-5a53-a3ba-5c5e5d553e0b,LENGTH,PLM_DRN,Type,Plm Ppe Ins Thk Mm [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_INS_TYPE_TXT,3eebb62d-4e9f-507a-8e9a-301a838ab774,TEXT,PLM_DRN,Type,Plm Ppe Ins Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Fittings,PLM_PPE_JOINT_TYPE_TXT,463fabb0-eda8-5a62-b621-36fb077c9f97,TEXT,PLM_DRN,Type,Plm Ppe Joint Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_LENGTH_M,dc5e612c-656a-5930-a87a-4a412e2cd119,LENGTH,PLM_DRN,Type,Plm Ppe Length M [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_MAT_TXT,7b08fe47-9d31-5d9a-8982-0e71f44eb6ae,TEXT,PLM_DRN,Type,Plm Ppe Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_PSR_RATING_BAR,d978df87-87d3-5403-9bbf-e11e4fb4b5cc,NUMBER,PLM_DRN,Type,Plm Ppe Psr Rating Bar [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_PPE_SZ_MM,7280f00f-3961-5c97-bee1-281f3ae98f0e,LENGTH,PLM_DRN,Type,Plm Ppe Sz Mm [ISO 19650-1:2018],False,,,,1,0
Plumbing Equipment,PLM_PSR_KPA,bbf823b4-e2d3-5df8-99a8-4a641f5c8663,NUMBER,PLM_DRN,Type,Plm Psr Kpa [ISO 19650-1:2018],False,,,,1,0
Plumbing Fixtures,PLM_PWR_KW,659b6aaf-5538-56d0-82a2-7ae197499070,ELECTRICAL_POWER,PLM_DRN,Type,Plm Pwr Kw [ISO 19650-1:2018],False,,,,1,0
Pipes,PLM_VEL_MPS,d85554af-6914-563d-a8f2-0cef71e09f2d,TEXT,PLM_DRN,Type,Plm Vel Mps [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_ACTUATION_TYPE_TXT,b4712e8b-8be7-512f-9ca4-3ea6e665095b,TEXT,PLM_DRN,Type,Plm Vlv Actuation Type Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_BODY_MAT_TXT,6c4c030a-0f07-563a-88f7-6f65c08dcd59,TEXT,PLM_DRN,Type,Plm Vlv Body Mat Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_CV_NR,69f69261-043b-5c7c-916e-769dc7e1b9d9,NUMBER,PLM_DRN,Type,Plm Vlv Cv Nr [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_END_CONNECTION_TXT,91eddd10-93a4-55bd-ad71-ca0f79c0b9fd,TEXT,PLM_DRN,Type,Plm Vlv End Connection Txt [ISO 19650-1:2018],False,,,,1,0
Pipe Accessories,PLM_VLV_PSR_CLASS_TXT,d3fa455d-9505-59c5-9386-c5610eb4ed7e,TEXT,PLM_DRN,Type,Plm Vlv Psr Class Txt [ISO 19650-1:2018],False,,,,1,0
Generic Models,ASS_TAG_4_TXT,9432c6e4-8912-4a0b-bf04-2ee1cf3afadf,TEXT,ASS_MNG,Type,Ass Tag 3 Txt [ISO 19650-3:2020],True,,,,1,0
Generic Models,ASS_TAG_5_TXT,c875d795-d764-4a8b-826a-2677635b15b9,TEXT,ASS_MNG,Type,Ass Tag 3 Txt [ISO 19650-3:2020],True,,,,1,0
Generic Models,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,ASS_MNG,Type,Ass Tag 3 Txt [ISO 19650-3:2020],True,,,,1,0
Mechanical Equipment,HVC_EQP_TAG_01_TXT,62f66802-8bd6-4861-aad0-f23e5b1905d2,TEXT,HVC_SYSTEMS,Type,HVC_EQP_TAG,True,,,,1,0
Mechanical Equipment,HVC_EQP_TAG_02_TXT,c3974615-09ac-46ee-8c69-589df04a35c0,TEXT,HVC_SYSTEMS,Type,HVC_EQP_TAG 2,True,,,,1,0
Mechanical Equipment,HVC_EQP_TAG_03_TXT,59605dc9-0029-4704-8dff-cf3bd25b749d,TEXT,HVC_SYSTEMS,Type,HVC_EQP_TAG 3,True,,,,1,0
Ducts,HVC_DCT_TAG_01_TXT,9751957e-f2c7-4f9a-8f3a-dd432af861f5,TEXT,HVC_SYSTEMS,Type,Hvc Dct tag 1,True,,,,1,0
Ducts,HVC_DCT_TAG_02_TXT,0a3ab853-91c0-4e01-9c93-68c7fb333a85,TEXT,HVC_SYSTEMS,Type,Hvc Dct tag 2,True,,,,1,0
Air Terminals,HVC_DCT_TAG_03_TXT,7ed52b35-4486-428d-b7ee-8f01c0140763,TEXT,HVC_SYSTEMS,Type,Hvc Dct tag 3,True,,,,1,0
Electrical Fixtures,ELE_FIX_TAG_1_TXT,5b5c4c6c-c420-4f30-a67e-bdeca6944577,TEXT,ELC_PWR,Type,Elc fix tag 1,True,,,,1,0
Electrical Fixtures,ELE_FIX_TAG_2_TXT,6b727a38-f448-4b8e-81fb-a2570637ee57,TEXT,ELC_PWR,Type,Elc fix tag 2,True,,,,1,0
Lighting Fixtures,LTG_FIX_TAG_01_TXT,647a8916-560f-4c0c-b6ca-f2ee23a97fb0,TEXT,LTG_CONTROLS,Type,Ltg Fix Tag,True,,,,1,0
Lighting Fixtures,LTG_FIX_TAG_02_TXT,7783ce57-766b-4903-8e9f-bde24b706b42,TEXT,LTG_CONTROLS,Type,Ltg Fix Tag,True,,,,1,0
Pipes,PLM_EQP_TAG_01_TXT,e4f6bae0-bc3b-42f3-a3c9-ef31a23a80d0,NUMBER,PLM_DRN,Type,Plm eqp tag,True,,,,1,0
Pipes,PLM_EQP_TAG_02_TXT,4a31aa91-9511-4fa4-8024-632f64b6a2ae,NUMBER,PLM_DRN,Type,Plm eqp tag,True,,,,1,0
Fire Alarm Devices,FLS_DEV_TAG_01_TXT,c611d904-3f4f-45c6-81e6-11f3cc64759d,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev tag,True,,,,1,0
Generic Models,ASS_INST_DETAIL_NUM_TXT,73f74429-76da-4ae8-ae90-66884bad8a06,TEXT,ASS_MNG,Type,Inst Detail Txt [ISO 19650-1:2018],True,,,,1,0
Generic Models,ASS_FUNC_TXT,1ddff9a8-6e66-4a93-88fe-f3b94fbd5710,TEXT,ASS_MNG,Type,Spare parameter 1 for ASS_MNG group,True,,,,1,0
Generic Models,ASS_SEQ_NUM_TXT,bbe1cd55-247b-48bd-94ba-a08031f06d5b,TEXT,ASS_MNG,Type,Spare parameter 2 for ASS_MNG group,True,,,,1,0
Lighting Fixtures,MNT_TYPE_TXT,9358b203-900a-52c5-9e80-3a4d67dc5c51,TEXT,LTG_CONTROLS,Type,Ltg Mnt Type Txt [ISO 19650-1:2018],True,,,,1,0
Lighting Fixtures,LTG_EMRG_TYPE_TXT,9c1aacc1-141d-5fa3-815f-65e638b2e55a,TEXT,LTG_CONTROLS,Type,Ltg Emrg Type Txt [ISO 19650-1:2018],True,,,,1,0
Electrical Equipment,ELC_EQP_TAG_01_TXT,a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,TEXT,ELC_PWR,Type,"Elec equip power supply tag: voltage, phases, main breaker, fault level [ISO 19650-1:2018]",False,,,,1,0
Electrical Equipment,ELC_EQP_TAG_02_TXT,b2c3d4e5-f6a7-4b8c-9d0e-1f2a3b4c5d6e,TEXT,ELC_PWR,Type,"Elec equip load tag: connected load kW, IP rating, upstream panel [ISO 19650-1:2018]",False,,,,1,0
Sprinklers,FLS_DEV_TAG_02_TXT,c3d4e5f6-a7b8-4c9d-0e1f-2a3b4c5d6e7f,TEXT,FLS_LIFE_SFTY,Type,"Sprinkler hydraulic tag: temp rating, design flow L/min, head type [ISO 19650-1:2018]",False,,,,1,0
Flex Ducts,HVC_FLX_TAG_01_TXT,d4e5f6a7-b8c9-4d0e-1f2a-3b4c5d6e7f8a,TEXT,HVC_SYSTEMS,Type,"Flex duct spec tag: material, lining, length [ISO 19650-1:2018]",False,,,,1,0
Conduits,ELC_CDT_SZ_MM,e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,TEXT,ELC_PWR,Type,Conduit trade size in mm: 20/25/32/40/50/63 [ISO 19650-1:2018],False,,,,1,0
Conduit Fittings,ELC_CDT_SZ_MM,e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,TEXT,ELC_PWR,Type,Conduit trade size in mm: 20/25/32/40/50/63 [ISO 19650-1:2018],False,,,,1,0
Conduits,ELC_CDT_MAT_TXT,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8a9b0c,TEXT,ELC_PWR,Type,Conduit material: GS-GALV/UPVC/SS316/AL-FLEX/EMT [ISO 19650-1:2018],False,,,,1,0
Conduit Fittings,ELC_CDT_MAT_TXT,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8a9b0c,TEXT,ELC_PWR,Type,Conduit material: GS-GALV/UPVC/SS316/AL-FLEX/EMT [ISO 19650-1:2018],False,,,,1,0
Conduits,ELC_CDT_INSTALL_METHOD_TXT,a7b8c9d0-e1f2-4a3b-4c5d-6e7f8a9b0c1d,TEXT,ELC_PWR,Type,Conduit install method: SURF-MTD/CONC-EMB/TRAY/BRAC/IN-FLOOR [ISO 19650-1:2018],False,,,,1,0
Conduit Fittings,ELC_CDT_INSTALL_METHOD_TXT,a7b8c9d0-e1f2-4a3b-4c5d-6e7f8a9b0c1d,TEXT,ELC_PWR,Type,Conduit install method: SURF-MTD/CONC-EMB/TRAY/BRAC/IN-FLOOR [ISO 19650-1:2018],False,,,,1,0
Conduits,ELC_CDT_CBL_FILL_PCT,b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,NUMBER,ELC_PWR,Type,Cable fill percentage of conduit cross-section (design value) [ISO 19650-1:2018],False,,,,1,0
Conduits,ELC_CDT_TAG_01_TXT,c9d0e1f2-a3b4-4c5d-6e7f-8a9b0c1d2e3f,TEXT,ELC_PWR,Type,"Conduit spec tag: size, material, install method [ISO 19650-1:2018]",False,,,,1,0
Conduit Fittings,ELC_CDT_TAG_01_TXT,c9d0e1f2-a3b4-4c5d-6e7f-8a9b0c1d2e3f,TEXT,ELC_PWR,Type,"Conduit spec tag: size, material, install method [ISO 19650-1:2018]",False,,,,1,0
Conduits,ELC_CDT_TAG_02_TXT,d0e1f2a3-b4c5-4d6e-7f8a-9b0c1d2e3f4a,TEXT,ELC_PWR,Type,Conduit fill + cable ref + installation detail tag [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CTR_WIDTH_MM,e1f2a3b4-c5d6-4e7f-8a9b-0c1d2e3f4a5b,TEXT,ELC_PWR,Type,Cable tray width: 100/150/300/450/600/900mm [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CTR_DEPTH_MM,f2a3b4c5-d6e7-4f8a-9b0c-1d2e3f4a5b6c,TEXT,ELC_PWR,Type,Cable tray depth/return: 50/75/100mm [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CTR_MAT_TXT,a3b4c5d6-e7f8-4a9b-0c1d-2e3f4a5b6c7d,TEXT,ELC_PWR,Type,Cable tray material: HDG/SS316/AL/GRP/PVC [ISO 19650-1:2018],False,,,,1,0
Cable Trays,ELC_CTR_FILL_PCT,b4c5d6e7-f8a9-4b0c-1d2e-3f4a5b6c7d8e,NUMBER,ELC_PWR,Type,"Design cable fill percentage, max 40% for future capacity [ISO 19650-1:2018]",False,,,,1,0
Cable Trays,ELC_CTR_TAG_01_TXT,c5d6e7f8-a9b0-4c1d-2e3f-4a5b6c7d8e9f,TEXT,ELC_PWR,Type,"Cable tray spec tag: width x depth, material, fill percentage [ISO 19650-1:2018]",False,,,,1,0
Communication Devices,COM_DEV_TAG_01_TXT,d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,TEXT,COM_DAT,Type,BMS/comms device identity + network address + BACnet instance tag [ISO 19650-1:2018],False,,,,1,0
Generic Models,COM_DEV_TAG_01_TXT,d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,TEXT,COM_DAT,Type,BMS/comms device identity + network address + BACnet instance tag [ISO 19650-1:2018],False,,,,1,0
Security Devices,SEC_DEV_ZONE_TXT,e7f8a9b0-c1d2-4e3f-4a5b-6c7d8e9f0a1b,TEXT,COM_DAT,Type,Security device zone assignment: Z01/Z02 [ISO 19650-1:2018],False,,,,1,0
Security Devices,SEC_CBL_NR_TXT,f8a9b0c1-d2e3-4f4a-5b6c-7d8e9f0a1b2c,TEXT,COM_DAT,Type,Cable reference number feeding this security device [ISO 19650-1:2018],False,,,,1,0
